t,x0,x1,x2
6.66,-5.95577,-5.09496,25.3076
6.67,-5.87944,-5.21355,24.9424
6.68,-5.82254,-5.34993,24.5909
6.69,-5.78485,-5.50331,24.2544
6.7,-5.76614,-5.67302,23.9345
6.71,-5.76613,-5.85853,23.6326
6.72,-5.78452,-6.05937,23.3502
6.73,-5.82099,-6.27515,23.0888
6.74,-5.87524,-6.50551,22.8499
6.75,-5.94694,-6.75008,22.6351
6.76,-6.03576,-7.00846,22.4461
6.77,-6.14137,-7.28018,22.2846
6.78,-6.2634,-7.56465,22.1524
6.79,-6.40148,-7.86113,22.0514
6.8,-6.55518,-8.16867,21.9834
6.81,-6.724,-8.4861,21.9505
6.82,-6.90739,-8.81194,21.9546
6.83,-7.10467,-9.14436,21.9976
6.84,-7.31504,-9.48115,22.0813
6.85,-7.53755,-9.81969,22.2076
6.86,-7.77106,-10.1569,22.3777
6.87,-8.01422,-10.4891,22.593
6.88,-8.26546,-10.8123,22.8542
6.89,-8.52293,-11.1219,23.1615
6.9,-8.7845,-11.4129,23.5144
6.91,-9.04775,-11.6799,23.9119
6.92,-9.30996,-11.9171,24.3518
6.93,-9.56813,-12.1189,24.8309
6.94,-9.81897,-12.2793,25.345
6.95,-10.059,-12.3929,25.8886
6.96,-10.2845,-12.4546,26.455
6.97,-10.4918,-12.4603,27.0366
6.98,-10.677,-12.4067,27.6246
6.99,-10.8365,-12.292,28.2093
7,-10.967,-12.1157,28.7807
7.01,-11.0653,-11.8791,29.3284
7.02,-11.129,-11.5854,29.8421
7.03,-11.1561,-11.2393,30.3124
7.04,-11.1454,-10.847,30.7305
7.05,-11.0964,-10.4164,31.0891
7.06,-11.0096,-9.9562,31.3825
7.07,-10.8863,-9.47572,31.6067
7.08,-10.7283,-8.98464,31.7595
7.09,-10.5386,-8.49246,31.8408
7.1,-10.3203,-8.00812,31.8521
7.11,-10.0775,-7.53975,31.7962
7.12,-9.81422,-7.09435,31.6775
7.13,-9.53499,-6.67774,31.5011
7.14,-9.24427,-6.29442,31.2729
7.15,-8.94648,-5.94761,30.9991
7.16,-8.64587,-5.63934,30.6859
7.17,-8.34645,-5.37054,30.3397
7.18,-8.05185,-5.14124,29.9662
7.19,-7.76535,-4.95073,29.5712
7.2,-7.48981,-4.7977,29.1596
7.21,-7.22767,-4.68045,28.7361
7.22,-6.98098,-4.59699,28.3049
7.23,-6.75136,-4.54523,27.8695
7.24,-6.54012,-4.523,27.4332
7.25,-6.34821,-4.52822,26.9989
7.26,-6.1763,-4.5589,26.569
7.27,-6.02484,-4.61323,26.1457
7.28,-5.89403,-4.68956,25.7311
7.29,-5.78394,-4.78645,25.3268
7.3,-5.69449,-4.90269,24.9345
7.31,-5.6255,-5.03722,24.5558
7.32,-5.57674,-5.1892,24.1921
7.33,-5.54789,-5.35795,23.8448
7.34,-5.53864,-5.54293,23.5153
7.35,-5.54864,-5.74374,23.2051
7.36,-5.57754,-5.96006,22.9156
7.37,-5.62503,-6.19163,22.6483
7.38,-5.69076,-6.43822,22.4048
7.39,-5.77442,-6.6996,22.1867
7.4,-5.87569,-6.97549,21.9958
7.41,-5.99427,-7.26552,21.834
7.42,-6.12983,-7.56921,21.7031
7.43,-6.28202,-7.88586,21.6051
7.44,-6.45046,-8.2146,21.5423
7.45,-6.63469,-8.55423,21.5167
7.46,-6.83417,-8.90324,21.5305
7.47,-7.04827,-9.25973,21.586
7.48,-7.27618,-9.62133,21.6853
7.49,-7.51694,-9.9852,21.8303
7.5,-7.7694,-10.348,22.0227
7.51,-8.03214,-10.7056,22.2641
7.52,-8.30349,-11.0537,22.5553
7.53,-8.58146,-11.3869,22.8968
7.54,-8.86376,-11.6998,23.2882
7.55,-9.14773,-11.9861,23.7283
7.56,-9.43038,-12.2394,24.2147
7.57,-9.70837,-12.4531,24.7439
7.58,-9.97805,-12.6204,25.3111
7.59,-10.2355,-12.7352,25.9102
7.6,-10.4766,-12.7918,26.5335
7.61,-10.6971,-12.7853,27.1722
7.62,-10.8928,-12.7122,27.8161
7.63,-11.0597,-12.5707,28.4543
7.64,-11.1938,-12.3606,29.0752
7.65,-11.292,-12.0838,29.667
7.66,-11.3514,-11.7441,30.2182
7.67,-11.37,-11.3476,30.7182
7.68,-11.3467,-10.9019,31.1574
7.69,-11.2811,-10.4163,31.5282
7.7,-11.1741,-9.90112,31.8245
7.71,-11.0272,-9.36727,32.0427
7.72,-10.8431,-8.82583,32.1813
7.73,-10.625,-8.28745,32.2409
7.74,-10.377,-7.76201,32.224
7.75,-10.1036,-7.25825,32.1348
7.76,-9.8096,-6.78352,31.9788
7.77,-9.50006,-6.34365,31.7624
7.78,-9.17998,-5.94296,31.4925
7.79,-8.85424,-5.58428,31.1764
7.8,-8.52747,-5.26908,30.821
7.81,-8.20392,-4.9977,30.4334
7.82,-7.88743,-4.7695,30.02
7.83,-7.58138,-4.5831,29.5866
7.84,-7.28866,-4.43655,29.1386
7.85,-7.01169,-4.32758,28.6808
7.86,-6.75242,-4.25369,28.2172
7.87,-6.51238,-4.21233,27.7514
7.88,-6.29273,-4.201,27.2867
7.89,-6.09425,-4.21731,26.8257
7.9,-5.91747,-4.25908,26.3708
7.91,-5.76263,-4.32433,25.924
7.92,-5.6298,-4.41133,25.4871
7.93,-5.51888,-4.5186,25.0619
7.94,-5.42965,-4.64489,24.6497
7.95,-5.36181,-4.78922,24.2521
7.96,-5.31501,-4.9508,23.8703
7.97,-5.28884,-5.12903,23.5057
7.98,-5.28291,-5.32349,23.1596
7.99,-5.29683,-5.53391,22.8335
8,-5.3302,-5.7601,22.5286
8.01,-5.38269,-6.00196,22.2465
8.02,-5.45395,-6.25943,21.9888
8.03,-5.54369,-6.53244,21.7571
8.04,-5.65161,-6.8209,21.5533
8.05,-5.77746,-7.12463,21.3792
8.06,-5.92096,-7.4433,21.237
8.07,-6.08183,-7.77643,21.1288
8.08,-6.25977,-8.12328,21.0568
8.09,-6.4544,-8.48282,21.0236
8.1,-6.66529,-8.85367,21.0314
8.11,-6.89187,-9.23402,21.083
8.12,-7.13345,-9.62156,21.1806
8.13,-7.38917,-10.0135,21.3268
8.14,-7.65791,-10.4062,21.5237
8.15,-7.93833,-10.7957,21.7732
8.16,-8.22878,-11.1772,22.0769
8.17,-8.52729,-11.545,22.4355
8.18,-8.83149,-11.8931,22.8492
8.19,-9.13863,-12.2146,23.3171
8.2,-9.44556,-12.5022,23.8372
8.21,-9.74871,-12.7484,24.4062
8.22,-10.0441,-12.9454,25.0193
8.23,-10.3275,-13.0859,25.6699
8.24,-10.5942,-13.1628,26.3501
8.25,-10.8396,-13.1704,27.0501
8.26,-11.0588,-13.1041,27.7587
8.27,-11.2471,-12.9611,28.4637
8.28,-11.4002,-12.7407,29.1517
8.29,-11.514,-12.4447,29.8093
8.3,-11.5853,-12.077,30.4233
8.31,-11.6117,-11.6442,30.9811
8.32,-11.5915,-11.155,31.4717
8.33,-11.5244,-10.62,31.886
8.34,-11.411,-10.0511,32.2171
8.35,-11.2532,-9.46086,32.4606
8.36,-11.0537,-8.86217,32.615
8.37,-10.8163,-8.26735,32.681
8.38,-10.5455,-7.68778,32.6618
8.39,-10.2465,-7.13343,32.5625
8.4,-9.92479,-6.61259,32.3894
8.41,-9.58599,-6.13175,32.1502
8.42,-9.23581,-5.69552,31.8531
8.43,-8.87972,-5.3068,31.5062
8.44,-8.52288,-4.9669,31.1179
8.45,-8.17002,-4.67579,30.6958
8.46,-7.82535,-4.43237,30.2471
8.47,-7.49255,-4.23471,29.7783
8.48,-7.17473,-4.08029,29.2953
8.49,-6.87443,-3.96624,28.803
8.5,-6.59368,-3.88954,28.3058
8.51,-6.33404,-3.84712,27.8074
8.52,-6.0966,-3.83604,27.311
8.53,-5.88211,-3.85353,26.8194
8.54,-5.69097,-3.89707,26.3347
8.55,-5.52334,-3.96443,25.859
8.56,-5.37914,-4.05369,25.394
8.57,-5.25815,-4.16322,24.9413
8.58,-5.16003,-4.2917,24.5021
8.59,-5.08434,-4.43807,24.0778
8.6,-5.03061,-4.60155,23.6696
8.61,-4.99836,-4.78158,23.2788
8.62,-4.98709,-4.97779,22.9065
8.63,-4.99635,-5.19001,22.5541
8.64,-5.02569,-5.41819,22.2227
8.65,-5.07473,-5.66238,21.9139
8.66,-5.14311,-5.9227,21.6292
8.67,-5.23055,-6.19929,21.3702
8.68,-5.33678,-6.4923,21.1386
8.69,-5.46159,-6.80182,20.9364
8.7,-5.60476,-7.12781,20.7657
8.71,-5.76613,-7.4701,20.6287
8.72,-5.94549,-7.82832,20.5278
8.73,-6.14261,-8.20178,20.4656
8.74,-6.35722,-8.5895,20.4448
8.75,-6.58893,-8.99004,20.4683
8.76,-6.83725,-9.40149,20.5388
8.77,-7.10152,-9.82135,20.6594
8.78,-7.38089,-10.2465,20.8329
8.79,-7.67422,-10.673,21.0617
8.8,-7.98012,-11.0962,21.3484
8.81,-8.2968,-11.5107,21.6947
8.82,-8.62211,-11.9101,22.1016
8.83,-8.95344,-12.2871,22.5696
8.84,-9.28774,-12.634,23.0977
8.85,-9.62142,-12.9422,23.6835
8.86,-9.95045,-13.2028,24.3234
8.87,-10.2703,-13.4068,25.0116
8.88,-10.576,-13.5457,25.7404
8.89,-10.8624,-13.6114,26.5004
8.9,-11.124,-13.5972,27.28
8.91,-11.3553,-13.4983,28.0659
8.92,-11.5509,-13.3118,28.8436
8.93,-11.7059,-13.0376,29.5976
8.94,-11.8159,-12.6784,30.3122
8.95,-11.8774,-12.24,30.9722
8.96,-11.8878,-11.7309,31.5635
8.97,-11.8457,-11.1622,32.0742
8.98,-11.7513,-10.5471,32.4947
8.99,-11.6056,-9.8999,32.8183
9,-11.4112,-9.23573,33.0416
9.01,-11.1719,-8.56941,33.1643
9.02,-10.8924,-7.91487,33.1889
9.03,-10.5783,-7.28457,33.1205
9.04,-10.2358,-6.689,32.9663
9.05,-9.87117,-6.13652,32.7347
9.06,-9.49101,-5.63319,32.4351
9.07,-9.10168,-5.18293,32.0774
9.08,-8.7092,-4.78765,31.671
9.09,-8.31913,-4.44757,31.2251
9.1,-7.93644,-4.1615,30.7483
9.11,-7.56548,-3.92721,30.2482
9.12,-7.2099,-3.74169,29.7314
9.13,-6.87273,-3.6015,29.2038
9.14,-6.55635,-3.50295,28.6704
9.15,-6.26256,-3.4423,28.1353
9.16,-5.99265,-3.41598,27.6021
9.17,-5.74744,-3.4206,27.0735
9.18,-5.52737,-3.4531,26.5521
9.19,-5.33258,-3.51076,26.0398
9.2,-5.16293,-3.59123,25.5382
9.21,-5.0181,-3.69253,25.049
9.22,-4.89764,-3.81307,24.5733
9.23,-4.80099,-3.95156,24.1123
9.24,-4.72755,-4.10707,23.6671
9.25,-4.67669,-4.27893,23.2387
9.26,-4.6478,-4.46673,22.8283
9.27,-4.64029,-4.67031,22.4368
9.28,-4.65363,-4.88965,22.0655
9.29,-4.68735,-5.12493,21.7155
9.3,-4.74102,-5.37642,21.3882
9.31,-4.81432,-5.64446,21.0851
9.32,-4.90697,-5.92948,20.8077
9.33,-5.01876,-6.23185,20.5579
9.34,-5.14955,-6.55195,20.3375
9.35,-5.29922,-6.89005,20.1487
9.36,-5.46769,-7.24627,19.994
9.37,-5.65491,-7.62055,19.8757
9.38,-5.86079,-8.01254,19.7968
9.39,-6.08521,-8.42156,19.7601
9.4,-6.32798,-8.84649,19.7689
9.41,-6.58879,-9.28571,19.8265
9.42,-6.86718,-9.73699,19.9363
9.43,-7.16249,-10.1974,20.1017
9.44,-7.4738,-10.6631,20.326
9.45,-7.79987,-11.1295,20.6125
9.46,-8.13911,-11.5909,20.9637
9.47,-8.48947,-12.0406,21.3818
9.48,-8.84841,-12.471,21.8679
9.49,-9.21287,-12.8733,22.4223
9.5,-9.57918,-13.238,23.0433
9.51,-9.94311,-13.5547,23.7281
9.52,-10.2998,-13.8128,24.4713
9.53,-10.6438,-14.0019,25.2654
9.54,-10.9694,-14.1117,26.1007
9.55,-11.2702,-14.1336,26.9648
9.56,-11.5399,-14.0604,27.8432
9.57,-11.7722,-13.8875,28.7192
9.58,-11.961,-13.6133,29.5751
9.59,-12.101,-13.2397,30.3923
9.6,-12.1874,-12.772,31.1524
9.61,-12.217,-12.2194,31.8385
9.62,-12.1875,-11.5943,32.4355
9.63,-12.0984,-10.9118,32.9313
9.64,-11.9508,-10.1888,33.3172
9.65,-11.7471,-9.44315,33.5887
9.66,-11.4915,-8.69273,33.7448
9.67,-11.1893,-7.95432,33.7883
9.68,-10.8468,-7.24294,33.7253
9.69,-10.471,-6.57123,33.5641
9.7,-10.0694,-5.94914,33.315
9.71,-9.64945,-5.3838,32.9892
9.72,-9.21863,-4.87965,32.5984
9.73,-8.78389,-4.43867,32.154
9.74,-8.35161,-4.06077,31.6668
9.75,-7.92749,-3.74416,31.1465
9.76,-7.51645,-3.48583,30.602
9.77,-7.12261,-3.2819,30.0408
9.78,-6.74929,-3.12797,29.4693
9.79,-6.39909,-3.01947,28.8929
9.8,-6.0739,-2.95181,28.3161
9.81,-5.77501,-2.92062,27.7424
9.82,-5.5032,-2.92186,27.1747
9.83,-5.25879,-2.95188,26.6153
9.84,-5.04175,-3.00747,26.0662
9.85,-4.85179,-3.08588,25.5289
9.86,-4.68837,-3.18485,25.0045
9.87,-4.55084,-3.30252,24.4943
9.88,-4.43845,-3.43747,23.999
9.89,-4.35038,-3.58864,23.5197
9.9,-4.28583,-3.75533,23.0572
9.91,-4.24402,-3.93713,22.6122
9.92,-4.22422,-4.1339,22.1857
9.93,-4.22575,-4.34574,21.7785
9.94,-4.24804,-4.57292,21.3918
9.95,-4.29058,-4.81589,21.0265
9.96,-4.35298,-5.07521,20.6841
9.97,-4.43494,-5.35153,20.3657
9.98,-4.53625,-5.64557,20.0731
9.99,-4.65678,-5.95803,19.808
10,-4.79649,-6.2896,19.5723
